group_url;text;comments;likes;reposts
samsung.galaxy_a;"Новая утечка подтвердила наличие в Samsung Galaxy M31s процессора Exynos 9611

На днях стало известно о том, что Samsung Galaxy M31s будет представлен 30 июля, а сегодня мы получили подтверждение его характеристик. Смартфон появился на сайте Google Play Console, который подтверждает, что телефон будет поставляться с чипсетом Exynos 9611, 6 ГБ ОЗУ и Android 10.

Остальная часть спецификации включает AMOLED-дисплей FHD+ с дизайном Infinity-O, камеру с 64-мегапиксельным сенсором и мощный аккумулятор емкостью 6000 мАч с быстрой зарядкой 25 Вт. Телефон будет поставляться с 64/128 ГБ памяти и, как ожидается, будет стоить около 20 000 рублей.

Кроме того, на веб-сайте Samsung Россия была обнаружена страница с информацией о готовящемся устройстве, которая дополнительно подтверждает приближающуюся дату запуска.";0;4;0
samsung.galaxy_a;"Samsung Galaxy Note20 Ultra будет поддерживать более 90 игр для Xbox

Он станет первым смартфоном со специальными оптимизациями для Project xCloud

Согласно информации, которая опубликована на сайте WinFuture.de, Samsung Galaxy Note20 Ultra станет первым смартфоном в мире, в котором будут реализованы специальные оптимизации для сервиса потоковой трансляции игр Project xCloud от Microsoft.
Сообщается, что на смартфоне Samsung Galaxy Note20 Ultra будут изначально доступны более 90 игр для Xbox через Xbox Game Pass. Пользователям только нужно будет подключить к будущему смартфону контроллер Xbox по каналу Bluetooth.

В рамках партнерства между двумя брендами Samsung также собирается предложить функцию автоматической синхронизации заметок через службу Microsoft OneNote. В прошлом смартфоны и планшеты Samsung первыми получили доступ к таким функциям, как поддержка RCS, кросс-платформенное копирование/вставка и поддержка переноса файлов с помощью перетаскивания мышью через приложение «Ваш телефон» в Windows 10. Кроме того, гоночная игра Microsoft Forza Street дебютировала и на смартфонах Galaxy.

В прошлом году Samsung уже дебютировала в PlayGalaxy Link функции, которые позволяют владельцам смартфонов Galaxy стримить игры с ПК по локальной сети. Однако южнокорейская фирма остановила сервис четыре месяца назад. Теперь, похоже, компания сосредоточена на потоковой передаче через облако.";2;2;0
samsung.galaxy_a;"10 причин, почему Samsung One UI лучше стокового Android

Samsung One UI – пользовательский интерфейс, который узнает большинство людей. В конце концов, Samsung продает очень много телефонов по всему миру, и все они имеют тот же интерфейс, хотя количество функций разница в зависимости от цены устройства.

В те времена, когда One UI был известен как TouchWiz, у него была плохая репутация. Там было много функций, большинство из которых оказались бесполезными, из-за чего портилось впечатление о нем. Однако в настоящее время все изменилось. Оболочка Samsung выглядит лучше и по-прежнему предлагает больше функций, чем так называемый “стандартный” или “чистый” интерфейс Android, и все это без каких-либо проблем в работе. Конечно, у него все еще есть свои плюсы и минусы, и многие по-прежнему предпочитают Android без сторонней оболочки.

В этой статье не будет сравнения с другими интерфейсам, но мы хотим показать вам, какие преимущества имеет пользовательский интерфейс One UI по сравнению со стандартным Android. Это уникальные функции, которые делают Samsung One UI лучше, чем стандартный Android.

One UI имеет Game Launcher

Если вы играете в игры на своем телефоне, вы как никто другой знаете, как это раздражает, когда вас прерывает звонок или сообщение. В результате упускаете важный момент в игре. Samsung выпустил эксклюзивный Game Launcher, который дает вам точный контроль над уведомлениями, пока вы играете в игры, а также помогает оптимизировать игровую производительность, чтобы вы получали наилучшее качество и плавность работы. К сожалению, телефоны с ""чистым"" Android не имеют такой функции. Сторонние приложения не предложат таких возможностей, как Game Launcher.

Есть Dual Messenger

Если вы манипулируете несколькими учетными записями в нескольких социальных сетях и мессенджерах, то без дополнительного функционала обойтись достаточно сложно. На смартфонах Samsung вы можете одновременно запускать две учетные записи большинства приложений: две отдельные учетные записи Instagram, Skype, Whatsapp, Facebook и так далее. Это делает Galaxy поистине многозадачным.

Функция улучшения безопасности “Защищенная папка”

Если у вас есть конфиденциальная информация (или давайте посмотрим правде в глаза, несколько “острых” фотографий), существует место для этого на телефоне Samsung, и оно находится в “Защищенной папке”. Это место в системе, защищенное паролем, поэтому даже если кому-то удастся разблокировать ваш телефон, он все равно не сможет заглянуть в эту папку, не введя второй пароль.

Более красивые смайлики, чем в стоковом Android

Сейчас мало кто не пользуется смайликами, переписываясь со своими знакомыми и друзьями. Симпатичные смайлики добавляют полезный контекст и намерение к письменным заявлениям, которые по своей сути не обеспечивают такого типа деталей. Но есть проблема, которая заключается в Google. Кажется, что компании не нравятся смайлы и добавила несколько лишь бы они были в операционной системе. Доступные стоковые смайлики на Android выглядят отвратительно. Это одна из причин, почему некоторые компании, такие как Samsung, добавили свои собственные эмодзи, которые, по крайней мере, выглядят хорошо.

Имеется встроенный функционал для записи изображения с экрана

Еще одна полезная функция, которая до сих пор отсутствует в Android, – это встроенная программа записи экрана. Если вы хотите поделиться частью видео или игры, запись с экрана чрезвычайно полезна, особенно если она встроенная и не требует дополнительных ресурсов. У Samsung есть такая функция, и она работает без изъянов, как и следовало ожидать от любого современного телефона.

Более подробная статистика потребления заряда батареи

Автономность смартфона является одной из самых важных деталей. Современные модели работаю не менее одного рабочего дня без подзарядки, а некоторые еще дольше. Иногда возникают неполадки, определить которые нельзя без статистики потребления заряда. Интерфейс One UI обладает куда более обширной статистикой, которая может даже оповестить пользователя о чрезмерном потреблении энергии тем или иным приложением.

Samsung DeX и Samsung Link для Windows

Система Samsung DeX обеспечивает уникальную кросс-совместимость между телефоном и компьютером, чего нет ни на одном другом смартфоне. Кроме того, у вас также есть функция Samsung Link для Windows (доступна не на всех моделях). После настройки он позволяет выполнять перекрестное копирование и вставку устройства, а также позволяет отвечать на тексты и уведомления с вашего устройства Windows, что может быть очень удобно.";1;10;0
samsung.galaxy_a;Всем привет как на samsung a11 можно сделать беспроводной дисплей на телевизор? И возможно вобщем это;2;0;0
samsung.galaxy_a;"Динамик стал тихим, когда разговариваю приходится ставить на громкую
Samsung Galaxy a8";2;0;0
samsung.galaxy_a;Кто что думает о Samsung A01 Core?;12;0;0
samsung.galaxy_a;Здраствуйте на телефоне Самсунг Галакси А01 не могу найти настройки камеры, есть ли они вообще?;13;0;0
samsung.galaxy_a;"Все характеристики Galaxy Note 20 Ultra и его изображения попали в сеть

Samsung Galaxy Note 20 и Galaxy Note 20 Ultra будут официально представлены 5 августа вместе с Galaxy Z Fold 2, Z Flip 5G, Buds Live и Galaxy Watch 3. Их изображения и некоторые характеристики появились в сети на протяжении последнего времени. Теперь в наши руки попали все спецификации и рендеры топового Note 20 Ultra, раскрывая некоторые детали, которые отсутствовали в предыдущих.

Согласно изображениям и информации, опубликованной WinFuture.de, Galaxy Note 20 Ultra оснастят 6,9-дюймовым дисплеем Super AMOLED Infinity-O с разрешением WQHD (3200 x 1440 пикселей), частотой обновления 120 Гц и соотношением сторон 19,3:9. и, естественно, HDR10+. Судя по всему, это будет первый смартфон в мире с защитой экрана Gorilla Glass 7. Samsung, как сообщается, предложит динамическое управление частотой обновления, изменяя его в соответствии с активностью пользователя для увеличения срока службы батареи.

Еще одно нововведение, которое Samsung планирует представить с Galaxy Note 20 Ultra, – это S Pen со сверхнизкой задержкой всего 9 мс, что соответствует Apple Pencil. Смартфон будет выпущен с Android 10 и One UI 2.5. Он также имеет встроенный считыватель отпечатков пальцев и стереодинамики, настроенные ребятами из AKG. Телефон оснащен процессором Exynos 990, 12 ГБ ОЗУ, 256 ГБ/512 ГБ хранилища UFS 3.1 и слотом для карт памяти microSD.

108-мегапиксельная камера Galaxy Note 20 Ultra может иметь автофокус Dual Pixel. Судя по отчету, тройная камера с обратной стороны смартфона включает широкоугольную камеру на 108 МП с автофокусировкой Dual Pixel, лазерной автофокусировкой, пикселями размером 0,8 мкм, апертурой f/1.8 и записью видео до 8K при 30 кадрах в секунду. Существует также камера на 12 МП с апертурой f/2.2 и пикселями 1,4 мкм. Третья задняя камера представляет собой 12-мегапиксельный сенсор с 5-кратным оптическим зумом в виде перископа.

Как сообщается, устройство будет максимально работать при 50-кратном цифровом зуме. На передней панели смартфона установлена ​​10-мегапиксельная селфи-камера с автофокусом Dual Pixel, апертурой f/2.2 и пикселями 1,22 мкм. Другие функции телефона включают в себя слот для двух SIM-карт и eSIM. Также присутствуют такие функции подключения, как двухчастотный GPS, 5G, LTE, Wi-Fi 6, Bluetooth 5.0, NFC и порт USB 3.2 Type-C.

Далее в отчете говорится, что Galaxy Note 20 Ultra имеет размеры 164,8 x 77,2 x 8,1 мм и работает от батареи емкостью 4500 мАч. Телефон поддерживает быструю зарядку 45 Вт, беспроводную зарядку, обратную беспроводную зарядку и сертификацию IP68 для защиты от пыли и воды. Устройство будет выпущено как минимум в двух цветах: Mystic Black и Mystic Bronze. По имеющимся сведениям, новый смартфон будет оснащен функцией Wireless DeX, которая позволит вам работать на мониторе без проводов.";2;5;1
samsung.galaxy_a;Скачал тему с хрома и не могу понять куда поместить файл чтобы тема наконец появилась как решить эту проблему?;8;0;0
samsung.galaxy_a;Добрый день. Подскажите, менял ли кто экран на самсунг А31 ?;6;0;0
samsung.galaxy_a;У меня проблема, (Samsung galaxy A11) Где находится буфер обмена?? Мне очень нужно;8;1;0
samsung.galaxy_a;Подскажите на Samsung a 21s есть Samsung pay,если есть то где её найти?;3;2;0
samsung.galaxy_a;"Скачать GPS Status & Toolbox из Play Маркет 
👇👇👇
https://play.google.com/store/apps/details?id=com.eclipsim.gpsstatus2";1;2;0
samsung.galaxy_a;что за хрень вылазит при проверке обновлений?;0;0;0
samsung.galaxy_a;"Samsung представил Galaxy A01 Core без лишней шумихи

Компания Samsung представила свой самый доступный телефон под названием Galaxy A01 Core. Он предлагает все основные функции телефона начального уровня, такие как HD-дисплей, одна камера заднего вида и работает под управлением Android 10 (версия Go).

Смартфон Galaxy A01 Core построен на основе 5,3-дюймового ЖК-дисплея PLS с разрешением HD+, соотношением 18,5: 9 и довольно толстой рамкой. Есть 5-мегапиксельная передняя камера, а задняя имеет разрешение 8 мегапикселей, а рядом с ней находится светодиодная вспышка. Телефон имеет пластиковую конструкцию с ребристым рисунком на спине.

Под капотом у нас есть чипсет MediaTek MT6739, который выше в 2017 году с 4 ядрами на борту, 1 ГБ оперативной памяти и 16/32 ГБ встроенной памяти. Телефон также оснащен аккумулятором на 3000 мАч, разъемом для наушников и гибридным слотом для SIM-карты.

Galaxy A01 Core доступен в синем, черном и красном цветах. Неизвестно, когда он поступит в официальную розницу в России, но наверняка ждать придется не долго.";9;3;1
samsung.galaxy_a;"Всем привет!
Прилетело обновление на A70 в Казахстан
Обновился только сейчас";8;0;0
samsung.galaxy_a;Подскажите,как выключить вибрацию с уведомлений вконтакте, в самой программе нет,самсунг а01;1;0;0
samsung.galaxy_a;"Главный смартфон Samsung второго полугодия 2020 года на изображении со всех сторон

Подтверждена тройная камера с оптическим зумом

Samsung представит флагманские смартфоны Galaxy Note20 и Note20 Ultra 5 августа, но уже сейчас есть возможность посмотреть на главную модель компании, которая возглавит второе полугодие этого года. На представлена на анимированном изображении ниже.

Как видно, Galaxy Note20 получился тонким, верхняя и нижняя рамки невелики, экран Infinity-O загнут на боковины, а блок основной камеры представлен тремя датчикам. По слухам, разрешение основного датчика составит 108 Мп, разрешение двух других датчиков – 12 (соединен со сверхширокоугольным объективом) и 13 Мп (с телеобъективом, обеспечивающим 5-кратный оптический зум). Смартфон позволит записывать видео разрешением 4К и 8К.

Аппаратным базисом модели выступит SoC Exynos 990, но будет и вариант на Snapdragon 865+ - в зависимости от региона продаж. Объем оперативной памяти составит 12 или 16 ГБ, объем встроенной флэш-памяти – 128, 256 или 512 ГБ. В числе прочего оснащения – 5G, Wi-Fi 6E, Bluetooth 5.2, NFC, беспроводная зарядка. По традиции, корпус будет защищен в соответствии со степенью IP68. Емкость аккумулятора составит 4500 мА·ч. По слухам, в смартфоне будет реализована быстрая зарядка мощностью 45 Вт, но в комплекте окажется зарядное устройство вдвое меньшей мощности – 25 Вт. Предполагаемая стоимость Galaxy Note20 Ultra – $1200.";3;3;1
samsung.galaxy_a;"Здравствуйте 
Вот у меня Samsung A30 и когда хочешь снять видео на фронтальной камере в инстаграме,то лицо слишком приближено
Можно ли что-то с этим сделать)?";13;0;0
samsung.galaxy_a;Всем доброго дня. Посоветуйте пожалуйста какой телефон лучше купить? Samsung galaxy a71 или Samsung S10 lite?;5;0;0
samsung.galaxy_a;всем привет. хочу купить Samsung Galaxy A11 . стоит ли покупать? как батарея? как производительность ? а цена соответствует к качеству? и привет из Казахстана🖐;7;0;0
samsung.galaxy_a;У кого на а71 пришел 1Ui2.1, стаб появился на 4к?;9;0;0
samsung.galaxy_a;Всем доброго. Ни кто еще не пробывал оплату сбербанка? Сбер пэй;6;0;0
samsung.galaxy_a;Здравствуйте. Кто пользуется? Какие впечатления?;4;0;0
samsung.galaxy_a;Привет всем. У меня большая просьба , как снять пин код самсунг s6 , давно лежал почти 2 года т.к был сломан дисплей.сегодня решил заменить дисплей и не смог вспомнить пин код.пробовал другим методом не получается.мне нужно снять без потери данных.кто знает как снять блокировку?;8;0;0
samsung.galaxy_a;"Galaxy M31s имеет 64-мегапиксельную камеру, батарею 6000 мАч, быструю зарядку 25 Вт

Южнокорейская компания работает над двумя новыми смартфонами среднего класса: Galaxy M31s и Galaxy M51 . Информация о батарее , камере и процессоре Galaxy M31s была раскрыта за последние несколько недель. Теперь Amazon India опубликовала дату запуска и все важные функции грядущего смартфона на своем сайте.

Galaxy M31s - первый смартфон серии Galaxy M, оснащенный дисплеем Super AMOLED Infinity-O с вырезом в форме выреза в форме выреза для камеры для селфи. Экран имеет разрешение Full HD +, как показано на тизерных изображениях. Южнокорейский гигант смартфонов оснастил Galaxy M31s гигантской батареей емкостью 6000 мАч . Телефон также оснащен быстрой зарядкой 25 Вт и обратной зарядкой.

Режим Single Take Camera дебютирует в серии Galaxy M с Galaxy M31s

Он также оснащен четырехкамерной камерой с основным 64-мегапиксельным датчиком, 8-мегапиксельной сверхширокой камерой, 5-мегапиксельной макро-камерой и 5-мегапиксельным датчиком глубины. В телефоне также имеется режим Single Take , который ранее был доступен только на высококлассных телефонах Samsung, а затем был выпущен для устройств серии Galaxy A с обновлением программного обеспечения. В телефоне также есть сканер отпечатков пальцев.

В предыдущих отчетах указывалось, что на следующем смартфоне будет работать Android 10 с One UI 2.1. Он также может быть оснащен процессором Exynos 9611, 6 ГБ ОЗУ и 128 ГБ UFS 2.1 внутренней памяти. Мы также можем ожидать, что Galaxy M31 будет оснащаться такими функциями, как запись видео 4K, слот для двух SIM-карт, LTE, GPS, Wi-Fi AC, Bluetooth 5.0, NFC, порт USB Type-C и разъем для наушников.

Galaxy M31s будет запущен в Индии 30 июля в 12 часов, и будет доступен как минимум в двух цветах: черном и синем. В более раннем отчете говорилось, что Samsung начнет продавать телефон в начале следующего месяца по стартовой цене около 20 000 индийских рупий (около 266 долларов США). Предстоящий телефон довольно функциональный по своей цене.";3;15;1
samsung.galaxy_a;"На Samsung A50 это функция находится 👇

Настройки - Биометрия и безопасность - Другие параметры безопасности - Доверенные агенты и там отключаем.";12;7;0
samsung.galaxy_a;"Скачать Wi-Fi Automatic из Play Маркет 👇👇

https://play.google.com/store/apps/details?id=de.j4velin.wifiAutoOff";4;2;0
samsung.galaxy_a;Что такое IMEI смартфона?;0;6;0
samsung.galaxy_a;"ПРИВЕТ! Кто знает можно ли на самсунге сделать так чтобы я когда свайпал в меню приложений фон был размытым, если да то как заранее спасибо)
Самсунг А10";3;0;0
samsung.galaxy_a;Подскажите пожалуйста, экономит ли зарядку на а71 темная тема? Кто вообще какой темой ползуется?;10;0;0
samsung.galaxy_a;Здравствуйте,  откуда скачать музыку бесплатно на телефон?;8;0;0
samsung.galaxy_a;Не могу найти системное приложение - музыка на самсунгеА01. Есть ли оно??;5;0;0
samsung.galaxy_a;;0;3;0
samsung.galaxy_a;Меня интересует обновление системы через  Google play. Что это  за обновление и стоит ли обновлять. Samsung Galaxy a01;2;0;0
samsung.galaxy_a;Кто в курсе придёт ли обновление на а 51?;3;0;0
samsung.galaxy_a;Через несколько месяцев собираюсь приобрести новый смартфон. Помогите пожалуйста выбрать не могу определиться что взять : самсунг а71 , самсунг а51, redmi note 9pro, mi note 10 lite. Или быть может сами что-то другое предложите. Нравится большие экраны.  Сейчас у меня а30. Или немного накопить и купить самсунг с20 плюс?;20;0;0
samsung.galaxy_a;Добрый день,  подскажите пожалуйста, что лучше взять А51 или А71..голову уже сломала не могу определиться😔;15;0;0
samsung.galaxy_a;;0;3;0
samsung.galaxy_a;"Бюджетный флагман Samsung с защитой от воды и 120-герцевым экраном может получить ещё более доступную модификацию

Но не на Snadpragon 865

О смартфоне Samsung Galaxy S20 Fan Edition, который, вероятно, выйдет на рынок под именем Galaxy S20 Lite, чуть ли не с каждым днём всё больше новых данных. Буквально позавчера известный инсайдер сообщал, что новинка действительно получит SoC Snapdragon 865, 120-герцевый экран, защиту от воды и хорошую цену. И выйдет в четвёртом квартале.

Теперь появились новые данные. Источник утверждает, что версий Galaxy S20 Lite (будем для удобства называть его так) будет две: SM-G780 с поддержкой 4G и SM-G781 с поддержкой 5G. И вот это уже интереснее, так как подразумевает использование двух разных платформ, и пока совершенно неясно, каких именно. Если предположить, что старшая модификация действительно получит Snapdragon 865, то младшую могут оснастить Snapdragon 855, либо какой-то более старой платформой Exynos. Ещё можно предположить, что младшая модификация появится на всех рынках, где пока нет 5G, то есть и в России тоже. Да, она, скорее всего, будет дешевле, но всё же многим явно бы хотелось заполучить доступный флагман Samsung на самой актуальной топовой платформе Qualcomm.";2;4;0
samsung.galaxy_a;Здравствуйте. Есть у кого фотки с самсунга A01? Хочу сравнить качество изображений;6;0;0
samsung.galaxy_a;Покидайте, пожалуйста, фото с а71;8;0;0
samsung.galaxy_a;Добрый день. Samsung a71 уже у всех обновился до One UI 2.1?;9;0;0
samsung.galaxy_a;"90 Гц, 108 Мп, 12 ГБ ОЗУ, чистый Android 10. Современный флагман Motorola приехал в Россию и стоит заметно дешевле, чем в Европе

Motorola Edge+ уже протестировали для российских сетей 5G

Motorola, входящая сейчас в состав китайской Lenovo, и российский оператор МТС представили в России новый флагманский смартфон Motorola Edge+.

Международный анонс Motorola Edge+ состоялся в апреле, продажи стартовали в мае, а цена составила 1199 евро. Motorola Edge+ предлагается для предварительного заказа у оператора МТС по рекомендованной розничной цене 79 990 рублей. Можно заметить, что в пересчёте по текущему курсу российская версия заметно дешевле европейской. 

МТС уже отчитался о проведённом тестировании Motorola Edge+, который помимо работы в действующих мобильных сетях поддерживает диапазон, выделенный для строительства 5G сетей  в России.

Одной из главных изюминок стал экран-водопад, получивший фирменное название Endless Edge или «бесконечная грань». Motorola Edge+ оснащается дисплеем OLED диагональю 6,7 дюйма, разрешением Full HD+ (2340 x 1080), с частотой обновления изображения 90 Гц и поддержкой HDR10+, врезанной фронтальной камерой на 25 Мп, SoC Qualcomm Snapdragon 865,  12 ГБ оперативной памяти LPDDR5 и 256 ГБ встроенной флэш-памяти UFS 3.0.

Основная камера получила главный модуль на 108 Мп с оптической стабилизацией изображения, 8-мегапиксельный с телефотомодуль с 3-кратным оптическим зумом и оптической стабилизацией, а также 16-мегапиксельным ультраширокоугольным модулем. Поддерживается съёмка видео разрешением до 6K.

Емкость аккумулятора составляет 5000 мА•ч. Поддерживается беспроводная зарядка мощностью 15 Вт, а также беспроводная зарядка других гаджетов. На смартфон установлена операционная система Android 10 в чистом виде, без дополнительных оболочек. ";16;4;1
samsung.galaxy_a;А 11 есть nfs но почему то не скачивает Samsung pay. Пишет не поддерживается вашим телефоном .;21;0;0
samsung.galaxy_a;Не записываются голосовые в вк, в чем дело?;17;1;0
samsung.galaxy_a;"Смартфон Galaxy M51 представят в ближайшее время

Ни для кого не секрет, что Samsung работает над новыми Galaxy M31s и Galaxy M51. Второй аппарат, запуск которого ожидается в сентябре, только что получил необходимую сертификацию Bluetooth SIG.

Samsung Galaxy M51 с номером модели SM-M515F появился в базе данных Bluetooth SIG. Похоже, что компания Samsung впервые подала заявку на сертификацию своего будущего смартфона среднего класса. Телефон оснащен Bluetooth 5.0 с A2DP, AVRCP, LE.

Судя по более ранним сообщениям, Galaxy M51 будет использовать OLED-экран производства China Star Optoelectronics Technology. Устройство может быть запущено с Android 10 из коробки. Сообщается, что он будет использовать процессор Snapdragon 730, оперативную память объемом до 8 ГБ, внутренний накопитель объемом 128 ГБ и слот для карт памяти microSD. В телефоне есть сканер отпечатков пальцев.

Мы подозреваем, что Galaxy M51 представляет собой обновленный Galaxy A51 с некоторыми изменениями дизайна, такими как датчик камеры с более высоким разрешением и, возможно, аккумулятор на 7000 мАч с быстрой зарядкой 15 Вт.";2;3;0
samsung.galaxy_a;забыл графический ключь на а 52 что то можно сделать отпечатак пальца работает норм все а графическии забыл;0;0;0
samsung.galaxy_a;Что за баг?;0;0;0
samsung.galaxy_a;Всем привет. Самсунг гэлакси а50 батарей хватает только до вечера. Вроде все оптимизировал, толку  нет. Как у вас с автономностю? Смартфон куплен месяц  назад.;44;0;0
samsung.galaxy_a;Всем привет.Три дня назад купил SAMSUNG GALAXI A 31.Не подскажите прогу для записи телефонных разговоров?;2;0;0
samsung.galaxy_a;"Samsung Health избавляется от контроля веса, продуктов питания и кофеина.

Samsung Health - это оздоровительная платформа компании, которая привязана к ее мобильным устройствам и даже к интеллектуальным телевизорам. Это многое может сделать. Он может извлекать данные из ваших умных часов Samsung или фитнеса, чтобы дать вам целостное представление о вашем прогрессе. Вы также можете вручную ввести данные в приложение, чтобы отслеживать ваши упражнения, частоту сердечных сокращений, стресс, сон и многое другое.

Те, кто использует его усердно, не оценят, что Samsung исключает некоторые функции из своей платформы здравоохранения. Следующее обновление Samsung Health поможет избавиться от данных о весе, еде (калориях) и кофеине.

Samsung Health теряет вес

Сегодня в Германии компания Samsung разослала уведомление об окончании обслуживания. Это, несомненно, будет отправлено пользователям в других регионах.

В уведомлении указывается, что отслеживание веса, калорий и кофеина больше не будет доступно в новых версиях Samsung Health. Это изменение будет сделано начиная с Samsung Health v6.11 для мобильных устройств и v4.1 для умных часов. Наблюдательные лица, которые отображали эти данные, больше не смогут этого делать.

Многие пользователи почувствуют, что в этом нет необходимости. Если у вас есть данные о контроле веса, в том числе расчеты ИМТ, в течение многих лет на Samsung Health, вам нужно найти другой дом для этого. Конечно, всегда были лучшие приложения для отслеживания калорий, чем Samsung Health, но для тех, кто постоянно полагается на это, это будет ударом. То же самое касается отслеживания кофеина, который позволяет пользователям следить за их потреблением.

Если вы используете виджеты для отслеживания этих показателей на смарт-часах или фитнес-трекере Samsung, они больше не смогут синхронизировать этот контент с Samsung Health после его обновления до версии 6.11. Связанные данные будут сохранены только временно и будут удалены через определенное время.

Обновленное приложение Samsung Health начнет выпускаться в этом месяце как для смартфонов, так и для носимых устройств. К сожалению, эти функции сокращаются, поскольку они, безусловно, лишают возможности Samsung Health быть универсальной платформой для здоровья и фитнеса.";7;3;0
samsung.galaxy_a;"FCC утверждает международный Galaxy Note 20 5G и подтверждает размеры

После позавчерашнего прохождения Galaxy Note 20 Ultra с поддержкой LTE и 5G через FCC, настало время международной Galaxy Note 20 5G сделать то же самое. Модель Galaxy Note 20 5G, имеющая номер модели SM-N981B, была одобрена Федеральной комиссией по связи вчера, 16 июля, всего за несколько недель до выхода Galaxy Unpacked 2020.

Документы FCC показывают, что размер телефона составляет 161 x 75,2 мм, что делает его выше и шире, чем у прошлогодней Galaxy Note 10. Толщина телефона не упоминается FCC, но, согласно предыдущим утечкам, Galaxy Note 20 ( 5G) должен иметь профиль 8,5 мм.

Несмотря на то, что только для LTE Galaxy Note 20 еще предстоит подтвердить регулирующее агентство, логично предположить, что меньшая модель будет следовать той же стратегии, что и более крупная Galaxy Note 20 Ultra, и будет выпущена с возможностью подключения LTE на рынках, где устройство 5G не имеет смысла.

Международный Galaxy Note 20 5G может работать на чипсете Exynos 990, несмотря на более ранние сообщения о том, что Samsung может оснастить свой следующий флагман S Pen обновленным решением Exynos 992. К сожалению, это не было подтверждено или опровергнуто документами FCC, поэтому только время покажет окончательное решение Samsung. В любом случае, чипсет, вероятно, будет в паре с 12 ГБ ОЗУ, по крайней мере, для варианта Galaxy Note 20 5G, тогда как модель LTE может быть ограничена 8 ГБ.";1;2;0
